pickup_distance_km,time_difference_min,route_overlap_percent,detour_km,destination_compatibility,preference_compatible,match
0.76,13,72.26,1.06,0.53,0,1
4.35,13,55.13,0.21,0.42,1,1
3.19,2,40.24,3.15,0.13,1,0
3.7,20,10.52,3.53,0.49,0,0
4.6,12,20.97,3.69,0.96,0,0
2.98,16,26.22,3.65,0.7,1,0
1.34,20,12.83,2.56,0.31,1,0
2.23,25,78.92,2.37,0.06,1,0
3.22,25,52.2,3.94,0.38,0,0
2.24,16,15.01,2.87,0.63,0,0
4.81,16,33.94,3.8,0.1,1,0
3.86,5,34.11,2.14,0.04,0,0
4.77,8,70.31,1.54,0.62,1,1
2.16,9,63.73,1.58,0.63,1,1
0.63,15,83.31,3.07,0.87,1,1
0.39,19,69.93,0.46,0.91,0,1
3.55,6,84.03,3.13,0.65,0,0
2.59,3,95.43,2.07,0.78,1,1
2.79,19,73.28,1.94,0.64,0,1
3.74,6,65.2,1.5,0.22,1,0
1.14,5,77.71,0.87,0.53,1,1
3.24,17,85.4,3.23,0.41,1,0
0.74,10,20.93,2.32,0.8,1,0
1.95,30,1.14,2.63,0.13,1,0
1.36,24,80.66,0.44,0.24,0,1
4.55,16,47.98,3.89,0.28,1,0
0.96,26,74.06,0.85,0.72,0,1
1.93,27,41.59,3.47,0.93,0,0
1.62,2,86.23,3.74,0.0,0,1
3.39,9,66.79,2.42,0.54,0,0
1.21,0,6.16,2.02,0.37,0,0
1.95,6,80.74,1.35,0.77,1,1
0.54,28,56.06,2.19,0.43,0,0
4.84,25,19.83,0.84,0.26,0,0
0.86,21,79.2,2.11,0.03,0,1
0.29,8,0.04,1.11,0.01,1,0
0.6,10,49.73,0.83,0.15,0,0
1.58,10,91.69,0.75,0.59,0,1
4.45,1,9.48,2.75,0.71,1,0
1.51,2,98.52,0.11,0.52,0,1
0.45,20,71.94,0.16,0.4,0,1
3.21,17,77.7,3.54,0.61,0,0
3.03,12,73.49,3.65,0.87,0,0
4.24,28,44.97,2.51,0.55,0,0
2.01,1,44.15,0.85,0.64,1,1
4.29,12,45.85,3.53,0.99,0,0
1.73,21,59.12,2.99,0.97,1,0
0.55,19,27.97,1.98,0.66,1,0
0.34,11,7.87,2.47,0.94,0,0
4.95,0,24.86,2.28,0.27,0,0
2.4,1,57.12,1.95,0.29,0,0
3.17,22,74.35,1.48,0.87,1,1
0.61,26,85.29,3.69,0.86,1,1
0.27,25,58.13,2.49,0.12,1,1
0.82,11,89.69,0.34,0.52,0,1
1.75,29,97.2,1.9,0.09,0,0
0.63,11,83.5,3.02,0.08,0,0
2.19,30,19.37,3.49,0.73,0,0
4.71,11,25.6,0.84,0.09,0,0
3.28,25,14.45,3.91,0.99,0,0
0.53,24,83.6,0.41,0.32,1,1
0.99,21,68.76,2.25,0.47,1,0
3.86,21,53.1,0.64,0.92,0,0
2.22,19,60.79,1.28,0.73,0,1
4.92,29,38.01,3.27,0.92,1,0
3.38,23,5.24,1.56,0.04,1,0
3.81,27,57.69,2.67,0.24,1,0
3.76,18,11.31,1.93,0.28,1,0
3.59,13,81.56,2.79,0.88,0,0
1.13,15,1.94,3.08,0.99,0,0
0.37,7,85.28,1.23,0.27,0,1
1.36,11,9.56,1.88,0.34,0,0
4.97,17,19.37,0.2,0.61,0,0
2.75,5,96.77,0.73,0.88,0,1
2.78,16,74.85,3.57,0.52,1,0
3.61,4,12.34,1.62,0.86,0,0
3.21,13,33.88,3.06,0.24,0,0
2.34,5,60.43,3.83,0.72,1,1
3.52,21,2.08,2.74,0.57,0,0
0.82,4,33.37,0.15,0.88,1,1
4.93,13,8.75,1.57,0.85,1,0
0.67,7,97.69,2.25,0.16,0,1
0.42,20,87.8,3.8,0.3,0,1
0.53,3,97.84,3.21,0.35,1,1
0.76,16,57.41,4.0,0.54,1,0
1.68,2,71.28,3.64,0.23,1,1
1.69,21,94.68,1.78,0.34,0,0
0.34,25,56.31,1.62,0.02,1,1
0.97,9,16.38,0.9,0.68,0,0
0.11,10,85.57,2.26,0.67,1,1
0.35,7,1.33,0.13,0.92,0,1
0.25,1,12.23,0.89,0.97,0,1
0.18,12,36.62,1.05,0.87,1,1
3.88,10,55.32,2.0,0.45,0,0
4.59,17,23.68,0.95,0.32,0,0
2.11,8,30.13,2.6,0.15,1,0
3.03,15,77.6,0.85,0.44,0,1
3.01,30,47.06,3.39,0.69,1,0
1.43,4,13.2,0.83,0.89,0,0
2.18,1,98.55,1.48,0.49,0,1
1.4,8,80.43,1.06,0.57,1,1
3.85,11,73.45,2.53,0.19,0,0
3.71,5,15.32,0.58,0.32,0,0
3.55,5,32.73,2.86,0.02,1,0
3.04,21,23.31,0.84,0.61,0,0
4.7,8,24.38,1.98,0.21,1,0
0.69,3,75.31,2.02,0.41,0,1
3.99,15,27.2,2.0,0.64,0,0
4.34,16,74.62,0.7,0.07,1,1
4.76,18,20.09,2.72,0.37,1,0
2.34,15,16.24,3.94,0.92,1,0
3.21,29,10.71,2.31,0.63,0,0
4.11,29,6.9,3.56,0.55,1,0
1.89,8,87.68,0.4,0.97,1,1
2.8,3,55.8,2.19,0.38,0,0
3.53,10,89.61,1.42,0.73,1,1
2.8,2,14.71,0.49,0.44,0,0
4.66,30,57.51,0.16,0.77,0,1
1.42,2,58.65,0.86,0.56,1,1
4.7,28,51.54,2.24,0.34,0,0
0.73,0,89.48,3.14,0.66,1,1
3.37,16,0.67,3.95,0.54,0,0
2.37,28,27.69,0.42,0.35,0,0
1.19,22,9.41,3.21,0.02,0,0
2.03,1,2.6,0.25,0.09,0,0
0.23,12,89.56,2.33,0.36,0,1
3.54,26,10.56,0.47,0.2,1,0
0.8,15,68.75,0.75,0.62,0,1
0.37,27,30.06,2.62,0.28,1,0
2.17,19,95.36,1.34,0.79,1,1
2.91,22,11.4,2.5,0.18,1,0
3.56,19,67.59,3.66,0.75,1,0
2.48,27,50.34,0.28,0.78,0,1
4.5,23,85.46,1.91,0.11,0,0
2.06,4,57.4,3.16,0.57,1,0
1.75,7,22.48,0.96,0.53,1,0
0.31,21,75.47,3.92,0.21,0,1
2.94,19,62.96,1.3,0.34,0,0
3.59,1,21.45,1.05,0.17,0,0
3.37,13,61.23,2.55,0.98,1,0
1.5,29,30.74,1.29,0.9,1,0
3.43,3,71.76,1.26,0.26,1,1
1.86,18,89.71,1.69,0.24,1,1
3.11,8,31.67,1.04,0.19,0,0
4.78,13,88.44,0.32,0.59,0,1
0.71,17,45.63,3.19,0.84,0,0
1.45,12,40.27,0.18,0.52,0,1
4.98,21,36.84,0.59,0.71,1,0
1.38,10,10.98,2.83,0.38,1,0
2.47,1,12.01,3.57,0.46,0,0
2.83,9,22.02,1.68,0.96,1,0
3.35,16,28.41,0.14,0.25,1,0
0.88,13,22.6,2.53,0.17,0,0
2.92,0,40.46,2.27,0.81,0,0
0.89,14,48.14,3.37,0.69,0,0
4.84,3,79.46,3.84,0.59,0,0
1.69,7,23.42,3.73,0.3,0,0
3.92,7,12.06,2.49,0.53,1,0
0.5,13,11.74,0.2,0.95,1,1
0.92,4,15.95,2.04,0.52,0,0
2.05,15,34.18,3.88,0.3,1,0
1.81,15,59.76,0.67,0.81,1,1
3.12,3,43.8,3.59,0.66,0,0
2.0,10,44.55,0.32,0.18,1,1
4.47,1,31.59,3.64,0.29,0,0
4.82,6,92.82,3.0,0.32,1,0
1.31,16,59.17,2.91,0.48,1,0
0.94,8,39.96,0.95,0.66,0,1
2.45,8,52.35,0.93,0.87,0,1
0.32,10,96.87,2.83,0.23,1,1
2.69,16,45.65,2.75,0.13,1,0
1.1,1,95.15,0.86,0.63,0,1
4.88,1,42.35,0.72,0.66,0,0
2.29,27,42.37,2.71,0.66,0,0
4.46,18,54.91,0.59,0.47,1,0
2.51,6,26.67,1.24,0.79,0,0
3.4,11,79.81,1.67,0.76,0,1
0.65,29,74.27,3.35,0.19,1,0
0.43,0,66.8,2.29,0.31,0,1
0.15,15,71.84,1.54,0.66,0,1
3.97,11,33.02,0.59,0.62,1,0
4.55,17,89.02,3.79,0.17,1,0
0.96,21,56.15,0.21,0.11,1,1
4.14,24,78.89,0.45,0.63,1,1
3.65,29,65.23,3.31,0.28,1,0
2.24,21,14.99,2.86,0.41,1,0
3.4,2,84.23,0.84,0.12,0,1
1.66,11,35.46,1.56,0.44,0,0
3.21,18,61.83,1.09,0.66,1,0
1.97,29,56.28,2.54,0.83,0,0
4.4,20,81.45,3.66,0.63,0,0
4.94,14,90.04,3.96,0.59,0,0
0.35,5,55.47,0.78,0.36,1,1
4.97,19,18.64,1.0,0.36,1,0
0.48,23,40.46,0.54,0.25,1,0
3.68,6,36.52,2.16,0.94,0,0
0.12,19,29.94,1.78,0.92,0,0
2.17,5,94.25,2.07,0.33,0,1
1.75,18,34.93,1.2,0.22,1,0
0.45,1,74.56,0.53,0.81,0,1
1.4,29,71.73,1.94,0.18,1,1
1.63,19,44.66,1.34,0.22,0,0
2.36,27,63.47,2.02,0.42,1,0
2.94,1,71.27,3.97,0.44,0,1
0.34,25,17.68,1.91,0.11,0,0
3.97,1,20.1,0.59,0.33,1,0
0.37,2,93.2,1.92,0.24,0,1
1.35,24,45.03,3.01,0.73,1,0
2.41,26,64.06,3.9,0.69,0,0
2.38,30,94.99,3.97,0.62,0,0
0.74,26,25.77,1.2,0.49,1,0
3.15,0,38.91,0.97,0.58,0,0
1.41,5,29.69,1.16,0.59,1,0
3.45,24,43.27,2.53,0.29,1,0
4.08,7,1.16,2.91,0.24,1,0
4.31,7,56.27,1.49,0.71,1,1
3.56,4,43.12,3.74,0.56,1,0
3.37,20,76.71,0.93,0.35,1,1
2.77,28,7.13,0.48,0.21,0,0
2.22,14,65.5,1.88,0.44,1,0
1.96,27,18.65,2.39,0.87,1,0
4.98,20,46.06,3.74,0.45,1,0
1.36,11,39.46,2.74,0.88,1,0
1.51,29,72.65,1.77,0.88,0,1
0.27,28,94.78,1.48,0.62,0,1
0.77,29,15.04,2.98,0.8,1,0
3.64,24,35.91,0.16,0.84,0,0
1.13,22,60.13,2.35,0.03,1,0
3.83,0,3.29,0.54,0.11,1,0
1.34,17,46.59,1.45,0.96,0,0
1.43,17,68.94,3.49,0.16,0,0
1.19,29,42.01,2.48,0.75,1,0
2.2,26,47.43,0.41,0.55,1,0
4.22,2,90.48,1.5,0.73,1,1
4.25,13,89.28,0.29,0.11,1,1
2.71,17,95.34,3.48,0.44,1,0
2.36,0,21.02,3.52,0.87,1,0
2.04,3,67.22,2.52,0.2,1,0
1.62,8,89.0,1.28,0.02,0,1
3.36,3,18.76,1.26,0.95,0,0
2.38,14,72.19,2.93,0.12,0,0
3.64,3,49.29,3.4,0.83,0,0
3.09,21,14.69,3.73,0.5,1,0
2.2,24,39.81,0.45,0.99,1,1
1.54,18,94.73,3.93,0.14,1,0
3.58,11,65.56,2.99,0.11,1,0
3.53,6,63.87,3.39,0.07,0,0
4.7,11,55.25,2.83,0.63,0,0
0.74,26,24.13,1.36,0.53,1,0
0.87,16,5.21,3.03,0.54,1,0
0.56,15,0.62,3.04,0.2,0,0
0.25,6,55.15,2.89,0.81,1,1
1.34,4,95.02,2.16,0.66,1,1
4.01,4,46.98,3.72,0.02,1,0
1.71,9,70.09,0.51,0.22,1,1
3.86,11,75.81,3.49,0.08,1,0
4.64,16,55.26,3.46,0.89,0,0
0.38,19,93.43,2.16,0.97,1,1
0.63,0,97.99,1.94,0.92,1,1
1.1,6,67.13,0.14,0.64,0,1
2.18,23,0.26,1.83,0.02,1,0
1.59,18,79.71,1.03,0.38,1,1
2.1,12,25.83,1.58,0.0,0,0
2.75,28,79.36,0.99,0.6,1,1
4.88,28,64.8,1.06,0.58,1,0
2.93,5,56.29,3.89,0.26,1,0
3.72,12,44.55,0.94,0.02,1,0
2.3,19,50.38,2.5,0.19,0,0
4.19,19,27.16,3.4,0.92,0,0
2.39,16,83.52,2.06,0.72,1,1
0.75,12,77.19,3.55,0.17,1,1
2.46,2,94.54,2.47,0.49,0,1
2.92,29,67.36,2.71,0.21,0,0
4.21,19,50.84,3.62,0.95,0,0
4.05,5,64.9,3.43,0.98,1,0
2.26,22,83.74,2.44,0.65,1,1
1.96,4,52.02,0.65,0.41,1,1
2.68,28,73.17,0.21,0.04,0,1
0.45,9,27.35,0.97,0.23,1,0
1.2,4,55.7,0.46,0.96,0,1
3.32,15,81.05,3.23,0.71,0,0
4.16,10,90.31,1.94,0.82,1,1
2.02,6,70.79,1.0,0.13,1,1
1.43,30,74.62,2.1,0.21,1,1
4.03,2,50.57,2.17,0.85,0,1
0.61,0,69.57,3.62,0.08,0,0
3.44,5,96.3,0.84,0.53,1,1
2.63,1,58.61,3.39,0.59,0,0
4.14,21,80.47,3.56,0.27,0,0
0.9,17,27.61,3.48,0.16,0,0
1.48,30,55.55,2.82,0.2,0,0
2.24,2,47.93,0.5,0.16,0,1
1.46,3,52.04,1.52,0.97,1,1
4.33,2,24.34,3.95,0.09,0,0
4.44,12,86.64,0.35,0.31,1,1
4.89,2,44.77,3.18,0.15,0,0
2.47,26,41.67,0.98,0.51,0,0
1.51,28,86.04,0.99,0.13,0,1
1.86,19,77.42,1.84,0.04,1,1
0.28,24,78.48,1.7,0.85,1,1
4.67,14,87.32,2.69,0.08,0,0
4.2,19,21.41,2.5,0.1,1,0
3.83,8,93.59,1.69,0.8,0,1
3.35,23,23.04,2.13,0.42,1,0
4.07,7,69.18,0.53,0.74,0,1
4.68,13,88.89,1.92,0.62,0,0
4.11,15,54.11,1.41,0.28,1,0
0.73,7,2.15,2.16,0.36,0,0
2.96,20,75.07,1.31,0.38,1,1
0.31,3,53.84,1.49,0.09,1,1
4.92,16,65.92,1.03,0.07,0,0
0.61,11,27.83,3.28,0.88,0,0
1.16,24,48.43,0.87,0.36,1,0
3.62,3,26.56,0.15,0.11,0,0
0.28,28,14.32,3.3,0.16,1,0
1.21,10,56.74,0.48,0.25,1,1
4.97,5,60.82,1.77,0.6,0,0
2.33,20,23.85,3.6,0.27,1,0
4.62,26,63.36,2.08,0.18,0,0
1.68,0,6.35,0.58,0.52,0,0
4.83,13,99.49,2.39,0.29,0,0
1.95,23,25.44,1.34,0.95,0,0
0.36,15,8.65,1.05,0.18,1,0
3.15,19,77.61,2.72,0.09,1,0
4.11,25,57.7,1.65,0.22,0,0
4.0,0,47.37,0.44,0.86,0,1
4.46,19,12.1,0.22,0.94,1,0
2.16,15,2.61,2.18,0.67,0,0
1.73,2,86.76,0.48,0.95,0,1
4.71,4,4.98,1.14,0.25,1,0
1.96,28,5.22,0.91,0.01,1,0
0.31,3,7.66,3.04,0.13,0,0
0.46,22,80.81,2.3,0.52,1,1
4.47,12,15.82,2.52,0.91,0,0
3.76,8,44.41,2.09,0.1,0,0
2.04,28,68.08,2.19,0.09,0,0
4.89,10,51.62,3.92,0.13,0,0
2.25,30,56.07,2.28,0.67,1,0
3.4,17,37.77,3.63,0.39,0,0
0.9,11,49.9,3.67,0.2,0,0
4.44,23,45.57,3.71,0.48,1,0
4.86,17,31.68,3.51,0.73,1,0
3.16,1,48.3,1.79,0.96,1,0
2.25,0,32.11,2.78,0.13,1,0
4.91,6,62.57,2.96,0.15,1,0
4.84,5,23.41,0.91,0.72,0,0
2.88,18,17.03,2.49,0.12,0,0
4.99,30,69.72,3.46,0.53,1,0
3.57,14,8.74,1.77,0.07,0,0
4.55,8,42.15,3.98,0.8,0,0
1.32,8,64.75,0.77,0.42,1,1
0.86,10,58.58,2.61,0.51,1,0
2.61,9,35.25,0.33,0.62,0,1
4.78,13,70.09,2.26,0.83,0,1
1.15,8,50.49,3.4,0.49,0,0
1.64,19,39.79,3.09,0.76,1,0
0.88,25,35.49,0.55,0.48,0,0
1.94,15,64.06,1.12,0.63,1,1
4.69,0,23.27,0.9,0.81,0,0
0.74,18,89.58,1.83,0.22,1,1
0.59,30,66.0,0.98,0.87,1,1
2.4,1,33.56,3.24,0.98,0,0
3.0,14,43.14,1.65,0.96,0,0
3.61,16,35.44,0.36,0.31,1,0
3.94,5,49.86,3.29,0.85,0,0
0.69,13,0.15,3.42,0.5,0,0
4.61,30,42.69,3.61,0.95,0,0
3.31,16,61.84,1.3,0.45,1,0
0.59,7,83.64,0.28,0.26,1,1
1.35,15,31.92,1.44,0.58,0,0
4.32,30,84.25,2.74,0.4,0,0
4.87,27,12.51,3.95,0.81,1,0
1.49,27,19.44,1.16,0.35,0,0
1.3,18,14.5,2.1,0.2,0,0
2.73,5,20.68,3.32,0.07,1,0
2.3,8,93.14,0.26,0.54,1,1
4.84,17,26.61,1.48,0.35,0,0
4.68,21,79.76,1.39,0.05,0,0
0.84,17,74.33,2.87,0.82,0,1
0.46,0,62.94,0.24,0.3,0,1
0.91,30,36.65,0.94,0.75,0,0
4.9,13,85.86,1.12,0.2,1,1
3.23,15,49.44,1.41,0.83,1,0
0.34,19,93.57,3.28,0.18,0,1
4.13,3,73.57,4.0,0.37,1,0
3.44,1,39.45,3.22,0.02,0,0
2.25,6,16.38,2.34,0.23,1,0
4.32,20,10.39,2.12,0.07,0,0
0.41,15,77.41,0.92,0.96,1,1
3.75,19,84.54,1.54,0.45,0,0
0.67,13,35.29,1.77,0.14,1,0
0.47,26,97.47,0.28,0.38,0,1
2.45,26,56.52,2.66,0.42,0,0
2.5,24,56.72,1.64,0.94,1,0
2.08,10,17.83,3.74,0.46,1,0
0.73,4,82.14,2.59,0.01,0,1
3.4,13,88.5,3.98,0.47,0,0
3.35,11,54.05,1.03,0.11,0,0
0.73,22,36.29,2.57,0.28,1,0
2.26,3,69.62,1.75,0.02,1,1
1.11,20,86.0,2.57,0.46,1,1
0.67,15,48.95,1.0,0.91,1,1
2.91,3,70.79,3.5,0.09,1,1
1.23,18,81.97,2.17,0.31,0,1
0.58,25,51.03,0.78,0.91,0,1
3.25,12,52.01,3.6,0.39,1,0
1.71,0,87.84,0.43,0.36,0,1
4.12,6,6.1,0.89,0.43,0,0
1.8,12,80.83,3.32,1.0,0,0
3.81,27,18.84,3.06,0.74,0,0
4.17,22,91.16,2.65,0.54,0,0
4.39,7,88.91,0.66,0.72,1,1
1.41,9,76.78,3.17,0.57,0,1
4.12,4,11.31,1.48,0.23,0,0
4.29,16,70.63,2.15,0.67,1,1
2.98,15,47.59,1.0,0.78,0,0
1.24,29,18.99,1.61,0.39,0,0
2.61,3,79.21,1.68,0.67,0,1
0.45,11,81.63,2.82,0.77,1,1
3.42,26,58.02,3.7,0.95,0,0
0.78,30,35.01,1.07,0.21,0,0
4.06,30,28.28,3.31,0.88,0,0
1.85,3,64.58,0.38,0.4,0,1
1.53,21,17.17,1.68,0.46,1,0
2.9,29,57.65,2.75,0.48,0,0
2.23,20,60.42,1.14,0.4,0,0
1.3,18,63.12,1.77,0.54,0,0
3.85,20,50.47,3.96,0.99,1,0
3.13,12,84.21,2.69,0.37,0,0
1.02,24,4.14,1.51,0.88,0,0
4.19,30,86.73,0.33,0.55,0,1
1.41,23,55.53,2.17,0.87,0,0
3.68,13,64.18,0.86,0.58,1,0
0.47,8,8.09,2.28,0.97,1,0
4.69,19,38.51,0.43,0.53,1,0
2.79,4,14.32,3.86,0.84,0,0
4.41,1,95.0,1.91,0.37,0,1
3.02,18,27.8,2.01,0.54,1,0
1.05,29,3.63,2.81,0.27,1,0
1.35,19,42.14,0.47,0.99,0,1
4.82,22,47.02,0.74,0.27,0,0
2.28,3,73.88,3.03,0.48,0,1
1.91,10,56.35,1.29,0.3,0,1
2.35,21,25.65,1.47,0.5,1,0
4.77,23,4.72,1.47,0.49,0,0
1.62,0,92.56,1.13,0.23,0,1
1.87,21,47.51,2.66,0.93,1,0
4.29,30,98.67,0.8,0.9,0,1
1.1,2,5.29,1.03,0.36,1,0
2.71,26,76.0,3.4,0.89,1,0
4.82,30,18.41,2.49,0.89,1,0
2.67,6,16.55,3.31,0.54,1,0
1.11,16,39.45,3.69,0.78,0,0
0.33,6,6.9,0.52,0.17,1,0
3.86,23,81.55,3.64,0.32,0,0
0.43,4,57.4,1.16,0.23,1,1
0.11,23,5.18,0.32,0.12,0,0
0.48,26,40.31,1.86,0.38,0,0
3.75,3,9.86,1.3,0.69,1,0
2.53,13,16.4,3.79,0.63,0,0
4.8,2,59.08,3.21,0.45,1,0
4.99,5,99.13,2.07,0.67,0,1
3.14,10,21.09,4.0,0.87,1,0
0.6,24,36.33,1.93,0.51,0,0
2.66,16,57.06,3.73,0.49,0,0
2.51,25,17.58,1.21,0.21,1,0
0.93,13,97.19,3.74,0.67,1,1
3.29,29,1.4,1.93,0.47,0,0
2.76,27,41.46,3.79,0.43,1,0
2.53,29,79.34,3.83,0.42,1,0
3.47,30,23.63,1.89,0.19,0,0
4.48,28,54.19,2.61,0.32,0,0
3.39,22,29.68,2.49,0.69,1,0
3.31,17,72.75,0.54,0.28,0,1
4.63,1,90.79,3.58,0.32,1,0
2.62,25,18.03,3.41,0.25,1,0
1.81,18,23.51,1.95,0.11,1,0
3.29,0,27.14,2.64,0.44,1,0
0.65,28,75.46,0.19,0.37,0,1
1.54,18,53.2,3.18,0.88,0,0
1.1,8,83.89,1.3,0.81,0,1
3.4,2,72.8,1.46,0.87,0,1
4.15,6,66.25,3.92,0.62,0,0
4.19,28,7.22,1.74,0.07,0,0
2.69,0,86.91,1.8,0.04,0,1
1.22,5,97.49,1.55,0.8,0,1
0.98,9,61.62,0.75,0.02,0,1
3.43,24,24.03,3.22,0.64,1,0
1.49,17,55.1,1.72,0.07,0,0
4.68,29,93.02,3.19,0.67,0,0
2.05,24,41.53,2.66,0.75,0,0
0.35,3,79.29,3.51,0.19,1,1
2.29,23,45.15,1.46,0.1,0,0
3.69,25,62.24,2.19,0.04,0,0
3.7,23,70.01,2.72,0.52,1,0
1.41,9,57.57,3.02,0.16,1,0
2.26,28,48.66,3.62,0.27,0,0
1.39,10,10.15,3.63,0.3,1,0
2.77,6,80.29,0.92,0.07,0,1
0.39,9,76.27,1.13,0.39,0,1
1.68,26,78.01,2.31,0.25,0,0
2.1,3,89.24,3.83,0.28,0,1
1.6,3,78.01,3.82,0.34,0,1
2.81,11,34.47,3.25,0.86,0,0
3.78,12,67.63,0.12,0.94,1,1
0.8,27,99.88,0.49,0.87,0,1
2.22,7,82.59,2.07,0.82,0,1
1.29,8,62.6,3.62,0.87,1,1
4.45,9,34.34,0.88,0.2,0,0
3.27,12,80.85,1.08,0.02,0,1
1.14,6,66.98,2.69,0.49,1,0
2.03,1,88.75,3.19,0.12,0,1
4.79,3,47.74,1.69,0.74,1,0
0.94,14,40.24,2.64,0.95,0,0
0.19,29,26.35,0.34,0.48,0,0
3.45,24,88.63,3.81,0.51,1,0
3.74,3,14.5,3.34,0.15,0,0
4.65,19,88.57,2.65,0.6,0,0
3.69,1,80.38,1.18,0.31,1,1
1.32,13,81.64,3.33,0.53,0,1
3.27,30,25.87,0.23,0.3,1,0
0.48,12,7.56,3.09,0.88,1,0
2.92,5,66.68,3.58,0.74,1,1
2.8,22,32.26,0.51,0.86,1,0
3.39,24,50.2,2.84,0.09,0,0
3.35,24,26.55,2.3,0.29,0,0
3.52,22,80.47,0.6,0.77,0,1
4.27,23,73.4,0.94,0.44,0,0
1.77,17,97.07,1.14,0.85,0,1
3.98,20,95.93,2.61,0.43,0,0
3.42,3,39.15,3.86,0.15,1,0
3.66,26,77.67,0.85,0.45,1,0
0.64,19,5.74,2.85,0.28,0,0
4.4,4,80.6,1.31,0.85,0,1
1.12,13,62.9,0.71,0.47,0,1
3.36,3,5.87,0.43,0.62,0,0
3.23,12,17.23,3.59,0.36,0,0
2.06,16,61.62,2.95,0.7,1,0
3.41,19,72.8,3.85,0.27,1,0
3.25,24,25.44,3.55,0.77,0,0
4.91,9,78.02,3.2,0.95,1,1
1.96,4,50.41,1.78,0.58,0,1
1.73,22,47.04,0.11,0.19,0,0
1.76,12,40.46,2.13,0.71,0,0
4.84,9,61.59,2.94,0.16,0,0
4.1,10,98.35,1.14,0.52,1,1
4.9,12,90.56,3.14,0.97,0,0
3.52,12,55.27,3.61,0.53,0,0
3.24,8,94.73,0.48,0.17,1,1
0.13,19,20.73,3.58,0.01,0,0
1.86,8,50.22,3.87,0.1,0,0
2.56,10,60.01,3.29,0.54,1,0
1.32,23,28.02,2.07,0.08,0,0
3.02,30,92.73,2.17,0.3,1,0
1.73,24,5.75,1.98,0.28,0,0
3.3,11,24.01,0.21,0.83,0,0
0.61,29,58.29,2.33,0.96,0,0
2.05,9,92.93,2.84,0.85,1,1
0.54,6,12.58,2.81,0.36,1,0
4.87,8,48.54,0.46,0.64,0,0
0.16,10,73.77,2.16,0.7,1,1
1.02,13,39.19,2.97,0.9,1,0
4.31,9,75.98,3.07,0.28,1,0
1.75,7,93.5,1.73,0.69,1,1
3.24,9,25.95,3.19,0.03,0,0
3.04,2,12.12,3.42,0.97,1,0
2.25,7,34.78,2.08,0.83,1,0
2.4,24,83.94,0.33,0.42,0,1
4.1,1,4.28,1.09,0.57,1,0
1.86,1,11.99,1.13,0.03,1,0
4.11,18,10.98,3.14,0.66,0,0
1.26,23,8.29,1.59,0.08,1,0
3.22,4,59.79,3.24,0.86,0,0
4.5,2,66.88,3.16,0.66,1,0
0.68,30,47.87,2.94,0.94,1,0
2.65,23,6.5,2.24,0.63,1,0
2.21,0,1.4,0.9,0.55,0,0
1.72,4,20.32,2.8,0.87,1,0
3.79,19,21.89,2.41,0.24,1,0
3.22,1,16.52,3.63,0.6,0,0
2.0,16,80.61,1.2,0.38,1,1
1.94,4,62.59,3.69,0.9,0,0
3.75,12,49.36,0.95,0.95,0,0
0.99,17,70.67,3.73,0.63,0,1
2.81,28,83.85,2.35,0.06,0,0
1.1,24,99.37,3.82,0.4,0,0
1.08,4,10.27,1.6,0.14,1,0
4.9,17,47.57,3.04,0.46,0,0
1.73,28,24.61,3.1,0.19,1,0
0.61,22,93.36,0.58,0.06,1,1
1.63,9,77.45,3.06,0.77,1,1
4.64,0,41.64,2.77,0.35,0,0
3.92,2,98.85,3.4,0.23,1,0
0.35,2,66.19,1.86,0.34,0,1
2.46,26,35.53,1.82,0.86,0,0
1.48,6,49.88,2.54,0.54,1,0
2.18,23,19.28,1.28,0.47,0,0
4.37,13,47.6,2.97,0.1,1,0
0.26,10,39.78,0.46,0.88,1,1
0.63,13,77.19,0.72,0.42,0,1
3.17,4,97.72,0.6,0.76,1,1
2.12,9,76.33,0.57,0.56,0,1
4.84,19,81.47,3.44,0.84,1,0
3.12,10,40.87,1.97,0.82,0,0
2.98,7,60.35,1.1,0.52,0,1
3.38,3,36.5,1.25,0.36,0,0
2.18,3,35.34,3.23,0.53,1,0
3.9,26,49.62,3.4,0.92,0,0
0.12,28,23.42,0.45,0.19,0,0
3.83,30,48.11,0.14,0.3,1,0
3.24,4,75.88,1.51,0.8,0,1
0.71,9,61.67,2.03,0.38,0,1
2.46,6,99.82,1.87,0.7,1,1
1.25,20,24.36,3.81,0.62,1,0
3.88,6,20.89,3.07,0.54,0,0
0.24,18,10.37,0.18,0.05,1,1
0.14,7,54.87,3.61,0.54,1,1
0.46,24,95.03,2.91,0.54,1,1
4.33,16,4.52,1.42,0.16,1,0
1.98,12,49.16,0.9,0.33,1,0
2.97,14,97.29,1.2,0.16,1,1
1.82,1,57.45,3.08,0.1,0,0
1.98,6,37.9,0.15,0.24,1,1
3.72,9,18.06,1.1,0.01,0,0
4.34,23,10.91,0.57,0.46,1,0
3.47,24,22.03,0.77,0.41,1,0
4.92,30,77.81,0.8,0.14,1,0
0.13,1,73.94,3.53,0.71,1,1
0.27,19,4.04,1.86,0.99,0,0
3.87,11,86.09,0.19,0.85,0,1
2.54,11,76.95,1.67,0.32,1,1
0.93,11,23.24,1.99,0.1,1,0
3.89,1,14.37,3.81,0.63,0,0
1.74,3,49.45,2.74,0.42,1,0
